,CustID,AgentBonus,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,Complaint,ExistingPolicyTenure,SumAssured,Zone,PaymentMethod,LastMonthCalls,CustCareScore,SilWidth,Cluster
2177,7002177,3572,21-39,21.0,Agent,Salaried,Graduate,Female,1,Executive,1.0,Married,17011.0,0,2.0,619999.6992670636,North,Monthly,7,3.0,0.1143694211574872,1
2178,7002178,3203,1-20,3.0,Online,Small Business,Under Graduate,Female,4,Executive,4.0,Single/Unmarried,16859.0,1,6.5,619999.6992670636,North,Yearly,0,3.0,0.0635637771533402,2
2179,7002179,3189,1-20,3.0,Agent,Salaried,Graduate,Female,3,Executive,1.0,Married,18760.0,0,5.0,331677.0,North,Half Yearly,2,1.0,0.13026917027065923,1
2180,7002180,6884,21-39,24.5,Agent,Salaried,Graduate,Male,3,AVP-VP,4.0,Married,28006.375,0,4.130073800738008,902777.625,West,Half Yearly,9,5.0,0.19579685039392913,0
2181,7002181,2838,1-20,9.0,Agent,Small Business,Under Graduate,Male,3,Manager,5.0,Married,21833.0,1,6.5,547790.0,North,Half Yearly,1,1.0,0.10771058878391913,1
2182,7002182,2399,1-20,14.0,Agent,Small Business,Under Graduate,Female,4,Manager,5.0,Single/Unmarried,21812.0,0,5.0,463069.0,North,Yearly,8,5.0,0.06711512385549526,2
2183,7002183,4438,21-39,18.0,Agent,Salaried,Graduate,Female,4,Manager,1.0,Single/Unmarried,20171.0,0,2.0,727770.0,West,Yearly,5,3.0,0.07951217207884465,2
2184,7002184,3474,1-20,10.0,Agent,Salaried,Graduate,Male,5,AVP-VP,1.0,Married,28006.375,0,4.130073800738008,371718.0,North,Yearly,7,5.0,0.08671102044561488,2
2185,7002185,8428,21-39,17.0,Agent,Small Business,Under Graduate,Male,4,AVP-VP,3.0,Married,28006.375,0,4.130073800738008,902777.625,West,Yearly,0,3.0,0.1188383049577935,0
2186,7002186,2991,1-20,3.0,Third Party Partner,Large Business,Engineer,Male,3,Executive,4.0,Married,18692.0,0,6.0,317016.0,West,Half Yearly,7,3.0,0.11630097844504955,1
2187,7002187,3161,1-20,3.0,Agent,Salaried,Engineer,Male,1,Executive,4.0,Single/Unmarried,17559.0,0,5.0,616321.0,North,Yearly,0,1.0,0.05768649207331217,1
2188,7002188,3503,1-20,21.0,Agent,Small Business,Graduate,Male,3,Executive,3.0,Married,17517.0,0,1.0,630612.0,North,Yearly,3,5.0,0.010854040248457032,2
2189,7002189,4973,1-20,5.0,Agent,Salaried,Graduate,Male,3,Manager,1.0,Married,21623.0,1,6.0,835513.0,West,Yearly,0,4.0,0.026029137608477425,2
2190,7002190,6320,1-20,13.0,Agent,Small Business,Graduate,Male,4,AVP-VP,1.0,Single/Unmarried,28006.375,0,4.130073800738008,682598.0,North,Half Yearly,0,3.0,0.002532174330548088,0
2191,7002191,3112,1-20,12.0,Agent,Large Business,Graduate,Female,4,AVP-VP,1.0,Married,28006.375,0,4.0,569569.0,West,Half Yearly,7,4.0,0.06370995013590473,1
2192,7002192,2638,1-20,16.0,Agent,Salaried,Engineer,Female,1,Executive,3.0,Married,17585.0,0,3.0,329719.0,North,Half Yearly,0,3.0,0.18871679547393172,1
2193,7002193,3321,1-20,13.0,Agent,Small Business,Diploma,Male,3,AVP-VP,4.0,Married,28006.375,0,4.130073800738008,654296.0,North,Half Yearly,10,3.0,-0.051928371205757835,0
2194,7002194,2806,1-20,6.0,Agent,Small Business,Diploma,Male,1,Senior Manager,3.0,Married,23380.0,1,3.0,311422.0,West,Yearly,8,5.0,0.061095751435598665,1
2195,7002195,4499,1-20,14.469026548672566,Agent,Salaried,Graduate,Female,1,Executive,1.0,Single/Unmarried,17994.0,1,6.5,625292.0,North,Half Yearly,1,4.0,0.14648149464859003,1
2196,7002196,1785,1-20,9.0,Agent,Salaried,Graduate,Male,3,Executive,3.0,Married,16223.0,0,2.0,330138.0,West,Half Yearly,1,5.0,0.1506885473165392,1
2197,7002197,4030,1-20,24.0,Third Party Partner,Salaried,Graduate,Male,5,Executive,1.0,Single/Unmarried,16118.0,1,5.0,777694.0,West,Half Yearly,0,5.0,0.017371798576234568,1
2198,7002198,4290,1-20,14.469026548672566,Agent,Small Business,Graduate,Male,3,Executive,1.0,Single/Unmarried,17875.0,1,3.0,707850.0,West,Yearly,2,4.0,0.02306363161784216,2
2199,7002199,7103,40-60,24.5,Agent,Small Business,Diploma,Female,5,AVP-VP,4.0,Single/Unmarried,28006.375,1,4.130073800738008,717407.0,West,Monthly,11,3.0,0.16385701304356995,0
2200,7002200,6573,1-20,20.0,Online,Salaried,Under Graduate,Male,4,AVP-VP,4.0,Married,28006.375,1,6.5,902777.625,West,Yearly,0,5.0,0.05160190579760087,0
2201,7002201,3878,1-20,4.0,Third Party Partner,Small Business,Graduate,Female,4,Executive,3.0,Single/Unmarried,17625.0,0,2.0,655298.0,North,Half Yearly,2,5.0,0.07669684827932353,1
2202,7002202,6082,1-20,24.5,Agent,Small Business,Diploma,Female,4,AVP-VP,4.0,Married,28006.375,0,4.130073800738008,869729.0,North,Half Yearly,8,5.0,0.13174159935393417,0
2203,7002203,2540,1-20,13.0,Agent,Salaried,Diploma,Female,3,Manager,5.0,Single/Unmarried,19538.0,1,2.0,256534.0,West,Half Yearly,2,5.0,0.10827432974561262,1
2204,7002204,5227,1-20,5.0,Third Party Partner,Salaried,Graduate,Male,3,AVP-VP,4.0,Married,28006.375,1,4.130073800738008,902777.625,North,Yearly,10,3.0,0.015247547657411927,0
2205,7002205,6378,21-39,19.0,Agent,Salaried,Under Graduate,Male,3,Senior Manager,1.0,Single/Unmarried,25512.0,0,3.0,778116.0,West,Half Yearly,4,5.0,0.06772646758992343,0
2206,7002206,4083,1-20,8.0,Third Party Partner,Salaried,Under Graduate,Female,3,Manager,4.0,Married,19444.0,0,2.0,514488.0,West,Yearly,10,3.0,0.01805866128284156,2
2207,7002207,2402,1-20,12.0,Third Party Partner,Salaried,Under Graduate,Male,3,Executive,3.0,Single/Unmarried,17154.0,1,2.0,619999.6992670636,West,Yearly,2,4.0,0.020178152222292505,2
2208,7002208,7180,40-60,7.0,Agent,Salaried,Graduate,Male,1,AVP-VP,5.0,Married,28006.375,0,4.130073800738008,902777.625,North,Yearly,13,1.0,0.13111637344024768,0
2209,7002209,3703,1-20,7.0,Third Party Partner,Small Business,Graduate,Male,4,Manager,4.0,Married,19490.0,0,1.0,418450.0,West,Half Yearly,8,3.0,0.0973816252059856,1
2210,7002210,4441,21-39,14.469026548672566,Agent,Salaried,Graduate,Male,3,Executive,3.0,Married,18506.0,1,5.0,497441.0,West,Yearly,2,3.0,0.0309219032451336,2
2211,7002211,3996,1-20,16.0,Agent,Salaried,Under Graduate,Female,1,Manager,4.0,Married,17372.0,1,6.0,771143.0,North,Monthly,0,3.0,0.11942820417612382,1
2212,7002212,5046,21-39,24.5,Agent,Salaried,Diploma,Female,4,Senior Manager,1.0,Single/Unmarried,25231.0,0,6.0,575267.0,North,Half Yearly,17,3.0,0.08707679139755738,0
2213,7002213,4490,1-20,9.0,Agent,Large Business,Graduate,Female,3,Manager,4.0,Single/Unmarried,20410.0,1,5.0,525353.0,West,Half Yearly,12,1.0,0.08948725986226247,1
2214,7002214,4825,21-39,14.0,Agent,Large Business,Under Graduate,Female,3,Senior Manager,1.0,Married,22978.0,0,6.5,709331.0,North,Half Yearly,5,3.0,0.009962135255006586,0
2215,7002215,2830,1-20,8.0,Third Party Partner,Large Business,Graduate,Male,4,Executive,1.0,Married,18867.0,1,1.0,401867.0,West,Half Yearly,2,3.0,0.0800441757583684,1
2216,7002216,1784,1-20,14.469026548672566,Third Party Partner,Small Business,Under Graduate,Female,4,Executive,3.0,Single/Unmarried,17838.0,0,2.0,322868.0,West,Yearly,7,5.0,0.05084352860595201,2
2217,7002217,3545,1-20,4.0,Online,Small Business,Under Graduate,Female,3,Manager,3.0,Single/Unmarried,19695.0,1,6.5,648753.0,West,Half Yearly,7,3.0,0.10436627665258039,1
2218,7002218,3851,1-20,14.469026548672566,Agent,Small Business,Engineer,Female,3,Executive,3.0,Married,18339.0,1,3.0,492952.0,West,Yearly,7,4.0,0.018107429714317374,2
2219,7002219,2050,1-20,4.0,Agent,Large Business,Engineer,Male,3,Executive,5.0,Single/Unmarried,17080.0,0,5.0,619999.6992670636,North,Yearly,2,3.0,0.016557207840930042,2
2220,7002220,3077,1-20,6.0,Agent,Salaried,Under Graduate,Female,3,Executive,4.0,Single/Unmarried,17096.0,0,6.0,619999.6992670636,West,Half Yearly,1,1.0,0.10818312451313628,1
2221,7002221,2121,1-20,11.0,Agent,Salaried,Under Graduate,Male,1,Manager,1.0,Married,21209.0,0,5.0,407213.0,West,Half Yearly,8,4.0,0.18376606785012234,1
2222,7002222,3967,1-20,16.0,Third Party Partner,Salaried,Under Graduate,Female,3,AVP-VP,4.0,Single/Unmarried,28006.375,0,4.130073800738008,706183.0,North,Yearly,0,4.0,0.036743130144237926,2
2223,7002223,6746,1-20,24.5,Agent,Salaried,Under Graduate,Female,4,AVP-VP,4.0,Married,28006.375,1,3.0,876958.0,North,Half Yearly,2,1.0,0.10610977672281585,0
2224,7002224,2258,1-20,11.0,Agent,Large Business,Graduate,Male,3,Executive,3.0,Married,17372.0,0,1.0,381663.0,North,Yearly,2,5.0,0.001309970229241851,2
2225,7002225,4772,21-39,24.5,Agent,Small Business,Graduate,Male,3,Manager,3.0,Married,19883.0,0,3.0,792139.0,West,Half Yearly,1,4.0,0.003970580447425538,0
2226,7002226,4159,1-20,4.0,Agent,Small Business,Under Graduate,Male,3,Executive,5.0,Single/Unmarried,18904.0,0,2.0,428365.0,West,Half Yearly,3,1.0,0.12076343323988191,1
2227,7002227,4514,21-39,18.0,Agent,Small Business,Engineer,Female,4,Manager,1.0,Married,19627.0,0,5.0,559762.0,North,Half Yearly,7,5.0,-0.02383434480792291,0
2228,7002228,2209,1-20,4.0,Agent,Small Business,Engineer,Female,3,Senior Manager,3.0,Married,22094.0,0,3.0,247453.0,West,Yearly,7,5.0,0.006067568429392026,2
2229,7002229,3869,1-20,14.469026548672566,Agent,Small Business,Graduate,Female,3,Executive,5.0,Single/Unmarried,18423.0,0,6.5,406227.0,West,Yearly,7,1.0,0.02805657396294773,2
2230,7002230,4335,1-20,4.0,Online,Salaried,Graduate,Female,5,Manager,1.0,Married,21674.0,0,1.0,741251.0,North,Half Yearly,5,3.0,0.040398396137031535,1
2231,7002231,3826,1-20,23.0,Agent,Salaried,Graduate,Female,3,AVP-VP,5.0,Married,28006.375,1,3.0,757469.0,West,Half Yearly,2,3.0,-0.004259343460293609,0
2232,7002232,3614,1-20,4.0,Agent,Small Business,Diploma,Male,4,Senior Manager,4.0,Single/Unmarried,24094.0,1,6.5,412007.0,North,Yearly,0,4.0,0.06111820635529405,2
2233,7002233,4220,21-39,4.0,Agent,Small Business,Graduate,Male,3,Senior Manager,4.0,Single/Unmarried,23446.0,1,5.0,637262.0,North,Half Yearly,7,4.0,-0.046727702243309174,0
2234,7002234,4845,1-20,15.0,Agent,Salaried,Under Graduate,Female,3,Senior Manager,5.0,Married,26916.0,1,2.0,755801.0,North,Half Yearly,8,3.0,-0.01049169315472398,0
2235,7002235,4102,1-20,8.0,Agent,Salaried,Graduate,Male,3,Manager,3.0,Single/Unmarried,19534.0,0,5.0,607117.0,North,Half Yearly,7,1.0,0.13253986440465548,1
2236,7002236,6213,21-39,6.0,Online,Salaried,Graduate,Female,3,Senior Manager,3.0,Married,24852.0,1,6.5,902777.625,West,Yearly,6,1.0,0.06592420889284194,0
2237,7002237,3173,1-20,3.0,Online,Salaried,Under Graduate,Male,5,Manager,4.0,Single/Unmarried,21151.0,0,3.0,491761.0,West,Yearly,9,5.0,0.1090277154168618,2
2238,7002238,3460,1-20,10.0,Third Party Partner,Small Business,Graduate,Female,3,Executive,4.0,Single/Unmarried,17302.0,1,6.5,439471.0,North,Yearly,2,1.0,0.021840419919942306,2
2239,7002239,4167,1-20,24.5,Agent,Salaried,Graduate,Male,3,Executive,5.0,Married,17362.0,0,4.0,733371.0,West,Yearly,2,3.0,0.03343424336587589,2
2240,7002240,6244,1-20,19.0,Online,Salaried,Graduate,Male,3,AVP-VP,3.0,Married,28006.375,1,4.130073800738008,786692.0,North,Yearly,10,5.0,0.07266463872966317,0
2241,7002241,6154,1-20,18.0,Agent,Small Business,Under Graduate,Female,5,AVP-VP,3.0,Married,28006.375,0,4.130073800738008,830744.0,West,Yearly,11,1.0,0.03527001543263532,0
2242,7002242,3472,1-20,17.0,Agent,Salaried,Graduate,Male,3,AVP-VP,4.0,Single/Unmarried,28006.375,0,4.130073800738008,635321.0,North,Half Yearly,7,5.0,0.05656923770248839,1
2243,7002243,3523,21-39,11.0,Online,Small Business,Graduate,Male,3,Executive,3.0,Married,18544.0,0,2.0,655345.0,North,Half Yearly,0,5.0,0.11847684713509829,1
2244,7002244,3055,1-20,18.0,Agent,Large Business,Graduate,Male,3,Senior Manager,1.0,Married,23500.0,0,1.0,504075.0,West,Yearly,6,5.0,0.013744828958838919,2
2245,7002245,4325,1-20,4.0,Agent,Small Business,Graduate,Male,3,Manager,1.0,Single/Unmarried,19661.0,0,3.0,843457.0,West,Half Yearly,8,5.0,0.11234102948064605,1
2246,7002246,2483,1-20,2.0,Third Party Partner,Small Business,Diploma,Female,3,Manager,5.0,Married,19103.0,0,5.0,402309.0,North,Half Yearly,7,3.0,0.11674497230635456,1
2247,7002247,2502,1-20,5.0,Third Party Partner,Small Business,Graduate,Male,3,Manager,3.0,Single/Unmarried,19249.0,1,4.0,402882.0,North,Half Yearly,1,3.0,0.12109196972972988,1
2248,7002248,4064,21-39,20.0,Agent,Salaried,Graduate,Male,3,AVP-VP,4.0,Married,28006.375,1,1.0,495764.0,West,Half Yearly,10,5.0,0.010076038115886152,0
2249,7002249,4379,1-20,9.0,Agent,Salaried,Graduate,Female,3,Manager,5.0,Married,21893.0,0,6.5,700576.0,North,Half Yearly,7,3.0,0.08677962564282464,1
2250,7002250,3803,1-20,23.0,Agent,Small Business,Under Graduate,Female,3,Manager,5.0,Single/Unmarried,21125.0,0,1.0,498128.0,West,Half Yearly,6,4.0,0.1069888932466394,1
2251,7002251,3547,1-20,21.0,Agent,Small Business,Under Graduate,Male,3,Executive,1.0,Married,18669.0,0,5.0,673951.0,North,Half Yearly,2,3.0,0.1256312293171879,1
2252,7002252,4752,1-20,19.0,Agent,Small Business,Under Graduate,Female,4,Senior Manager,5.0,Married,25008.0,1,1.0,774498.0,North,Half Yearly,9,3.0,0.0035282709027442145,0
2253,7002253,3130,1-20,16.0,Agent,Salaried,Graduate,Male,3,Executive,4.0,Married,17387.0,0,6.5,510135.0,West,Monthly,3,1.0,0.0873020891940151,1
2254,7002254,4124,1-20,4.0,Third Party Partner,Salaried,Diploma,Female,1,Manager,5.0,Married,19639.0,0,6.5,441288.0,West,Yearly,13,5.0,0.04871542150591483,1
2255,7002255,4809,21-39,24.0,Agent,Small Business,Graduate,Male,3,Senior Manager,1.0,Single/Unmarried,22898.0,0,5.0,740521.0,West,Yearly,8,1.0,0.03342826198530941,0
2256,7002256,2455,1-20,15.0,Agent,Salaried,Under Graduate,Female,1,Executive,1.0,Married,17534.0,0,1.0,449221.0,North,Yearly,0,3.0,0.06948455342944364,1
2257,7002257,3096,1-20,15.0,Agent,Salaried,Engineer,Female,4,AVP-VP,4.0,Single/Unmarried,28006.375,0,1.0,436482.0,North,Half Yearly,3,1.0,0.05964329930092687,1
2258,7002258,3156,1-20,6.0,Online,Small Business,Graduate,Female,3,Executive,1.0,Single/Unmarried,16611.0,0,1.0,619999.6992670636,West,Half Yearly,0,3.0,0.1210937410971173,1
2259,7002259,4683,21-39,5.0,Agent,Salaried,Under Graduate,Female,4,Manager,1.0,Married,20363.0,0,1.0,562019.0,North,Half Yearly,0,3.0,0.0677941149290333,1
2260,7002260,6113,1-20,24.0,Agent,Salaried,Graduate,Female,4,Manager,3.0,Single/Unmarried,24450.0,1,6.0,855750.0,North,Half Yearly,6,2.0,0.10103043362470085,0
2261,7002261,3302,1-20,20.0,Third Party Partner,Salaried,Graduate,Male,5,Manager,5.0,Divorced,23587.0,0,1.0,465607.0,North,Yearly,8,3.0,0.0953830501837158,2
2262,7002262,3698,1-20,11.0,Agent,Free Lancer,Post Graduate,Male,5,Executive,4.0,Single/Unmarried,20547.0,1,4.0,558467.0,North,Yearly,1,3.0,0.0924882183378645,2
2263,7002263,4914,21-39,5.0,Third Party Partner,Salaried,Graduate,Female,4,Executive,4.0,Divorced,21366.0,1,1.0,609358.0,West,Half Yearly,1,5.0,0.054658369594323256,1
2264,7002264,3947,1-20,24.0,Agent,Small Business,Under Graduate,Male,4,Executive,5.0,Divorced,21925.0,0,1.0,520938.0,West,Half Yearly,3,5.0,0.07420273556258243,1
2265,7002265,2368,1-20,12.0,Third Party Partner,Salaried,Graduate,Male,4,Executive,3.0,Single/Unmarried,21525.0,0,4.0,310175.0,North,Half Yearly,7,5.0,0.08950562470156197,1
2266,7002266,6922,1-20,24.5,Agent,Salaried,Graduate,Male,5,AVP-VP,4.0,Divorced,28006.375,0,4.0,902777.625,North,Yearly,10,2.0,0.09210180632826419,0
2267,7002267,3940,1-20,24.0,Agent,Small Business,Under Graduate,Female,4,Executive,5.0,Single/Unmarried,20736.0,0,6.5,500360.0,West,Half Yearly,4,3.0,0.056217443395101985,1
2268,7002268,4387,1-20,13.0,Agent,Salaried,Graduate,Male,5,Manager,4.0,Divorced,24373.0,1,6.5,574715.0,West,Yearly,2,4.0,0.1140117405227485,2
2269,7002269,2055,1-20,2.0,Online,Small Business,Under Graduate,Male,3,Executive,3.0,Married,20546.0,0,3.0,256825.0,West,Quarterly,3,4.0,0.051107992500459554,1
2270,7002270,7050,1-20,24.5,Online,Small Business,Under Graduate,Male,5,AVP-VP,3.0,Divorced,28006.375,0,6.0,888275.0,North,Yearly,9,4.0,0.09341049420184391,0
2271,7002271,5285,21-39,11.0,Agent,Salaried,Graduate,Male,3,Executive,6.0,Divorced,22021.0,1,6.5,893172.0,North,Quarterly,8,3.0,0.09555531892501279,0
2272,7002272,4348,1-20,17.0,Third Party Partner,Small Business,Under Graduate,Female,4,Manager,5.0,Single/Unmarried,22882.0,0,5.0,517362.0,West,Half Yearly,3,2.0,0.05416779087091601,1
2273,7002273,4033,21-39,8.0,Online,Small Business,Under Graduate,Female,4,Manager,4.0,Married,23722.0,0,5.0,479896.0,West,Half Yearly,3,2.0,0.061794397218552996,1
2274,7002274,6002,21-39,12.0,Agent,Salaried,Graduate,Male,4,Manager,4.0,Divorced,25010.0,0,6.5,804322.0,West,Half Yearly,1,2.0,0.10348898292434208,0
2275,7002275,5932,21-39,6.0,Agent,Large Business,Engineer,Male,4,Manager,3.0,Divorced,24718.0,0,6.0,705946.0,West,Half Yearly,8,2.0,0.05990085512378351,0
2276,7002276,2731,1-20,16.0,Third Party Partner,Large Business,Engineer,Male,5,Manager,6.0,Divorced,22755.0,0,4.0,537928.0,West,Yearly,1,3.0,0.0953950850466973,2
2277,7002277,5305,1-20,16.0,Online,Salaried,Graduate,Male,4,Manager,3.0,Married,25261.0,1,6.0,838160.0,North,Half Yearly,8,2.0,0.055016749312039426,0
2278,7002278,4900,21-39,24.0,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,4.0,Married,22272.0,1,2.0,612480.0,West,Half Yearly,1,3.0,-0.0004300264310667447,0
2279,7002279,3392,1-20,10.0,Agent,Small Business,Under Graduate,Male,4,Manager,3.0,Divorced,21198.0,1,5.0,647811.0,West,Half Yearly,8,2.0,0.08229822373045872,1
2280,7002280,6283,1-20,19.0,Agent,Small Business,Under Graduate,Male,4,Manager,6.0,Divorced,25130.0,1,2.0,892115.0,North,Half Yearly,1,3.0,0.050508837510623114,0
2281,7002281,6002,21-39,24.0,Agent,Small Business,Diploma,Female,4,Senior Manager,3.0,Divorced,26096.0,0,5.0,902777.625,West,Half Yearly,10,3.0,0.17188468908019663,0
2282,7002282,4365,1-20,4.0,Agent,Salaried,Graduate,Male,3,Executive,5.0,Married,20785.0,1,6.5,436485.0,West,Quarterly,3,4.0,0.02773633688937855,1
2283,7002283,5153,1-20,5.0,Third Party Partner,Small Business,Under Graduate,Female,4,Executive,3.0,Single/Unmarried,20610.0,0,6.5,902777.625,North,Half Yearly,8,3.0,-0.02959911478240706,0
2284,7002284,4433,1-20,13.0,Online,Salaried,Graduate,Male,5,Manager,3.0,Divorced,23333.0,0,2.0,873354.0,North,Yearly,3,5.0,0.1061993429293491,2
2285,7002285,5849,1-20,23.0,Agent,Small Business,Under Graduate,Male,4,Senior Manager,6.0,Married,27853.0,0,2.0,725292.0,North,Half Yearly,4,2.0,0.054908760498008,0
2286,7002286,7214,21-39,7.0,Agent,Small Business,Under Graduate,Male,6,Senior Manager,3.0,Divorced,28006.375,0,4.0,902777.625,West,Yearly,9,2.0,0.054019446845753466,0
2287,7002287,2693,1-20,3.0,Online,Salaried,Graduate,Male,5,Senior Manager,4.0,Single/Unmarried,26931.0,0,5.0,465906.0,West,Yearly,9,5.0,0.1016452780991724,2
2288,7002288,6541,21-39,7.0,Third Party Partner,Salaried,Graduate,Female,4,Manager,4.0,Single/Unmarried,28006.375,0,1.0,902777.625,West,Half Yearly,8,2.0,0.0999205859157245,0
2289,7002289,7118,40-60,24.5,Agent,Salaried,Graduate,Male,5,Senior Manager,5.0,Divorced,28006.375,0,6.5,902777.625,West,Yearly,8,3.0,0.15711171518462186,0
2290,7002290,3378,1-20,7.0,Agent,Large Business,Engineer,Female,4,Executive,6.0,Single/Unmarried,21114.0,1,1.0,543897.0,West,Half Yearly,5,4.0,0.06121638476886589,1
2291,7002291,7692,21-39,23.0,Agent,Salaried,Graduate,Female,4,Senior Manager,3.0,Single/Unmarried,28006.375,1,6.5,902777.625,North,Half Yearly,1,2.0,0.17910778382674108,0
2292,7002292,5282,21-39,24.5,Third Party Partner,Small Business,Diploma,Female,5,Manager,6.0,Single/Unmarried,25153.0,0,2.0,855705.0,West,Yearly,2,2.0,0.01697398853902182,0
2293,7002293,3077,1-20,9.0,Agent,Large Business,Engineer,Male,4,Executive,4.0,Single/Unmarried,20515.0,0,1.0,418506.0,West,Half Yearly,6,2.0,0.08599156441422882,1
2294,7002294,4645,1-20,23.0,Online,Small Business,Under Graduate,Female,5,Senior Manager,3.0,Single/Unmarried,27322.0,0,4.0,794251.0,West,Yearly,9,4.0,-0.026243199485414103,0
2295,7002295,5123,1-20,24.5,Agent,Small Business,Diploma,Female,4,Manager,6.0,Divorced,24397.0,0,6.5,865850.0,West,Half Yearly,6,4.0,0.09735276978251274,0
2296,7002296,5849,1-20,24.5,Agent,Salaried,Graduate,Male,4,Manager,5.0,Single/Unmarried,24371.0,0,6.5,902777.625,North,Half Yearly,8,2.0,0.11989374214782411,0
2297,7002297,4005,1-20,8.0,Agent,Small Business,Under Graduate,Female,5,Executive,5.0,Divorced,21079.0,0,4.0,612767.0,West,Yearly,2,4.0,0.11188058934816641,2
2298,7002298,5516,1-20,6.0,Third Party Partner,Salaried,Post Graduate,Male,4,Senior Manager,3.0,Married,28006.375,1,2.0,595680.0,West,Half Yearly,8,3.0,0.05417347114767138,1
2299,7002299,6976,1-20,7.0,Agent,Salaried,Graduate,Male,4,Senior Manager,4.0,Married,28006.375,0,3.0,704560.0,North,Half Yearly,14,2.0,0.05507367415651816,0
2300,7002300,3420,21-39,21.0,Online,Small Business,Under Graduate,Male,6,Manager,4.0,Divorced,22802.0,0,1.0,365972.0,West,Yearly,5,3.0,0.12503536363016562,2
2301,7002301,2063,1-20,8.0,Agent,Salaried,Graduate,Male,5,Executive,3.0,Divorced,20634.0,0,1.0,373475.0,North,Yearly,1,3.0,0.09619937937183941,2
2302,7002302,3714,1-20,19.0,Third Party Partner,Small Business,Diploma,Male,4,Executive,3.0,Married,20634.0,0,2.0,649971.0,West,Half Yearly,9,4.0,0.07958294446592434,1
2303,7002303,6594,1-20,24.5,Third Party Partner,Small Business,Under Graduate,Female,4,Senior Manager,3.0,Divorced,26375.0,0,5.0,902777.625,West,Half Yearly,2,3.0,0.09714818390911684,0
2304,7002304,6812,21-39,7.0,Third Party Partner,Small Business,Diploma,Female,4,Senior Manager,4.0,Single/Unmarried,27246.0,0,6.5,902777.625,North,Half Yearly,9,5.0,0.1286972984920973,0
2305,7002305,5003,1-20,24.5,Agent,Small Business,Under Graduate,Male,5,Executive,3.0,Single/Unmarried,20846.0,1,6.5,620377.0,West,Yearly,2,3.0,0.10821215408754853,2
2306,7002306,2817,1-20,8.0,Agent,Salaried,Graduate,Female,5,Executive,3.0,Single/Unmarried,21669.0,0,1.0,349304.0,West,Yearly,3,3.0,0.12636406306354364,2
2307,7002307,6030,1-20,24.0,Agent,Large Business,Engineer,Male,4,AVP-VP,3.0,Divorced,28006.375,0,6.5,902777.625,West,Half Yearly,16,2.0,0.12690568526296767,0
2308,7002308,2901,1-20,9.0,Agent,Small Business,Under Graduate,Male,4,Executive,4.0,Divorced,20724.0,0,3.0,493231.0,West,Half Yearly,3,4.0,0.10509754928668791,1
2309,7002309,9494,21-39,19.0,Agent,Small Business,Under Graduate,Female,4,AVP-VP,3.0,Married,28006.375,0,4.0,902777.625,North,Half Yearly,7,2.0,0.2017245670304106,0
2310,7002310,4596,21-39,18.0,Agent,Small Business,Under Graduate,Male,4,Executive,3.0,Divorced,20893.0,1,6.0,675680.0,West,Half Yearly,5,2.0,0.022344106927027683,0
2311,7002311,8285,21-39,8.0,Agent,Small Business,Diploma,Female,4,AVP-VP,3.0,Divorced,28006.375,1,4.130073800738008,902777.625,North,Half Yearly,10,3.0,0.15939895425449538,0
2312,7002312,2540,1-20,5.0,Agent,Salaried,Graduate,Female,4,Executive,6.0,Divorced,21164.0,0,2.0,312381.0,West,Half Yearly,8,3.0,0.0902702549941704,1
2313,7002313,8256,40-60,24.5,Online,Salaried,Graduate,Male,5,AVP-VP,4.0,Single/Unmarried,28006.375,1,6.5,902777.625,North,Yearly,13,2.0,0.15839564250922938,0
2314,7002314,5597,1-20,24.5,Agent,Salaried,Graduate,Female,4,Executive,5.0,Divorced,22388.0,0,6.5,817162.0,West,Half Yearly,3,3.0,0.07217737016086423,0
2315,7002315,3772,1-20,19.0,Agent,Salaried,Graduate,Male,5,Executive,4.0,Single/Unmarried,22187.0,1,1.0,471474.0,North,Yearly,3,5.0,0.11616343789407127,2
2316,7002316,4345,1-20,13.0,Agent,Small Business,Under Graduate,Female,4,Executive,4.0,Married,20689.0,0,5.0,651704.0,North,Half Yearly,3,3.0,0.08587493377159773,1
2317,7002317,4355,1-20,9.0,Online,Small Business,Diploma,Male,4,Manager,3.0,Divorced,22922.0,0,5.0,831839.0,North,Half Yearly,3,4.0,0.06565495262726352,1
2318,7002318,2799,1-20,17.0,Agent,Salaried,Graduate,Male,4,Manager,6.0,Married,21529.0,0,6.5,394627.0,West,Half Yearly,1,2.0,0.07598985632688662,1
2319,7002319,2395,1-20,10.0,Agent,Large Business,Engineer,Male,4,Manager,3.0,Married,21776.0,0,3.0,328164.0,North,Half Yearly,8,3.0,0.10030468814424574,1
2320,7002320,7532,21-39,24.5,Agent,Salaried,Post Graduate,Male,3,AVP-VP,3.0,Divorced,28006.375,0,2.0,902777.625,North,Quarterly,8,4.0,0.1797356861320378,0
2321,7002321,7390,21-39,7.0,Third Party Partner,Small Business,Under Graduate,Male,4,Senior Manager,4.0,Married,28006.375,0,4.0,820330.0,North,Half Yearly,3,4.0,0.10656684046918784,0
2322,7002322,5128,21-39,5.0,Agent,Salaried,Graduate,Female,5,Executive,3.0,Divorced,21368.0,0,6.0,676938.0,North,Yearly,3,2.0,0.07331918495843896,2
