,AgentBonus,Age,CustTenure,ExistingProdType,NumberOfPolicy,MonthlyIncome,Complaint,ExistingPolicyTenure,SumAssured,LastMonthCalls,CustCareScore,Channel_Online,Channel_Third Party Partner,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,EducationField_Engineer,EducationField_Graduate,EducationField_MBA,EducationField_Post Graduate,EducationField_Under Graduate,Gender_Male,Designation_Exe,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,MaritalStatus_Married,MaritalStatus_Single,Zone_North,Zone_South,Zone_West,PaymentMethod_Monthly,PaymentMethod_Quarterly,PaymentMethod_Yearly,Clus_kmeans,Agglo_Clusters,sil_width
1748,4678,5.0,19.0,1,1.0,20337.0,0,9.0,467751.0,7,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,4,0.07420768131915506
1749,2081,13.0,12.0,5,1.0,17340.0,1,1.0,216403.0,0,3.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,4,0.23419480098013534
1750,2924,15.0,3.0,3,1.0,22491.0,0,2.0,339164.0,2,5.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,4,0.24727743743244884
1751,3063,3.0,6.0,3,3.0,25527.0,0,4.0,465612.0,2,3.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,4,0.17096987918491954
1752,5687,11.0,6.0,3,5.0,21606.0,0,7.0,1108985.0,8,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0.09461019417290283
1753,5005,10.0,20.0,3,4.0,23834.0,0,8.0,860884.0,7,1.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,4,0.14979997949135918
1754,4527,14.0,18.0,3,5.0,20577.0,1,14.0,457221.0,9,4.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,4,0.2261757535687537
1755,4927,25.0,10.0,1,3.0,19707.0,0,12.0,694672.0,2,3.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,4,0.0413873395478247
1756,3828,13.0,23.0,3,1.0,17400.0,0,8.0,455532.0,1,4.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,4,0.16359627946352903
1757,5710,29.0,17.0,3,3.0,24824.0,0,3.0,593790.0,0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.18322323111343217
1758,4718,14.0,9.0,3,4.0,21447.0,0,6.0,731343.0,3,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0.10535393680896325
1759,5520,11.0,22.0,4,3.0,34502.0,1,3.0,1076462.0,9,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,3,0,0.11755115938324992
1760,3191,13.0,6.0,1,1.0,17725.0,1,2.0,612576.0,4,4.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,2,4,0.1329022375100798
1761,4042,4.0,12.0,3,4.0,21272.0,0,1.0,485002.0,4,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.14758428351999553
1762,1884,4.0,6.0,4,4.0,17127.0,0,6.0,578976.5,0,3.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,4,0.0435960564755422
1763,3320,17.0,3.0,3,4.0,33200.0,0,3.0,438240.0,7,1.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0.07191859665500362
1764,3761,4.0,19.0,3,3.0,17096.0,0,1.0,578976.5,6,3.0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,4,0.11461137872816378
1765,2325,5.0,13.0,3,3.0,17886.0,1,3.0,337151.0,2,4.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0.10733446559948567
1766,2896,9.0,9.0,4,5.0,17033.0,0,1.0,578976.5,0,3.0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,4,0.0648048693476318
1767,3166,13.0,19.0,4,1.0,18622.0,1,2.0,554005.0,3,1.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,4,0.10887873028107842
1768,3270,13.0,3.0,3,5.0,19233.0,0,6.0,653922.0,2,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,0.20111220616584574
1769,4670,19.0,19.0,4,1.0,18681.0,0,14.0,873337.0,2,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,4,0.05009946784107327
1770,4706,24.0,14.0,1,1.0,20460.0,0,1.0,814103.0,7,5.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,2,4,0.13077827233832853
1771,3609,22.0,4.0,4,3.0,17187.0,0,1.0,578976.5,3,1.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,4,0.10670513727444486
1772,3690,11.0,18.0,3,3.0,24602.0,1,4.0,446526.0,0,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.13761589582014633
1773,4459,27.0,13.0,4,4.0,17836.0,0,2.0,606424.0,0,4.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,4,0.11267115333230358
1774,3436,7.0,17.0,3,1.0,19089.0,0,1.0,659716.0,2,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0.10441967562577731
1775,3795,19.0,8.0,4,1.0,21606.0,1,2.0,478200.0,0,3.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,0.0655921546324286
1776,3348,13.0,20.0,3,5.0,17619.0,0,2.0,502142.0,0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,0.10741760561040507
1777,3929,8.0,20.0,3,3.0,20679.0,1,1.0,601139.0,7,3.0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.18072032672797725
1778,3648,18.0,15.0,4,5.0,21606.0,0,4.0,685869.0,2,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,0.1176585482877327
1779,4197,25.0,21.0,4,3.0,20985.0,0,1.0,579186.0,2,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,4,0.10629778571076513
1780,4043,13.0,12.0,3,3.0,17579.0,1,2.0,679253.0,6,5.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,4,0.2818270930933192
1781,3428,14.0,13.0,3,5.0,18041.0,0,5.0,503885.0,2,5.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,4,0.1324668038902721
1782,3505,18.0,13.0,3,3.0,18447.0,0,4.0,690471.0,2,1.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,4,0.28867959645492214
1783,7248,7.0,7.0,3,1.0,34513.0,1,3.0,1152389.0,1,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0.06527940926408916
1784,2310,13.0,7.0,3,3.0,17773.0,0,2.0,457477.0,2,1.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,4,0.1898594188571758
1785,4642,28.0,9.0,3,3.0,22104.0,0,6.0,872666.0,2,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,0.1303957248977261
1786,4691,23.0,23.0,3,1.0,21322.0,1,3.0,492538.0,5,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0.1007133033084301
1787,2221,2.0,11.0,3,3.0,17083.0,0,2.0,578976.5,0,3.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,4,0.1037406440708231
1788,5378,32.0,5.0,3,5.0,23381.0,0,1.0,704470.0,10,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,4,0.1657828917364679
1789,2654,13.0,3.0,3,1.0,17691.0,0,2.0,421930.0,8,3.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0.11680231857115253
1790,4822,19.0,5.0,3,5.0,19286.0,0,12.0,858227.0,0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0.07978306150021494
1791,3179,13.0,19.0,3,1.0,17659.0,1,1.0,540365.0,2,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0.10478274241167505
1792,5620,11.0,22.0,3,3.0,24434.0,0,6.0,753056.0,8,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,0.0525216079234801
1793,2879,9.0,6.0,3,3.0,20561.0,0,4.0,518137.0,2,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.20086210787316608
1794,3896,12.0,8.0,5,1.0,21646.0,0,2.0,448072.0,8,5.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,4,0.10357617969335198
1795,3182,3.0,13.0,3,1.0,22725.0,0,5.0,375417.0,7,5.0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0.10033383221612105
1796,3602,7.0,11.0,3,4.0,25725.0,0,4.0,507812.0,1,3.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,4,0.1929218097532199
1797,4531,23.0,23.0,4,4.0,23847.0,1,5.0,865408.0,2,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,4,0.1825625666269287
1798,1705,7.0,3.0,4,1.0,17045.0,0,1.0,578976.5,1,1.0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,2,4,0.09987388842890292
1799,4002,4.0,20.0,3,3.0,16009.0,1,2.0,620349.0,1,5.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2,4,0.17143018786670547
1800,3853,8.0,13.0,3,5.0,18348.0,1,5.0,516313.0,7,5.0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0.10213122637440691
1801,3093,12.0,19.0,4,3.0,16281.0,0,1.0,479475.0,0,1.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,4,0.09590589774855299
1802,3029,15.0,13.0,1,5.0,17819.0,0,3.0,566466.0,2,4.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,2,4,0.14587863963339326
1803,4764,24.0,14.0,1,4.0,19851.0,0,1.0,929027.0,2,4.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,4,0.08007671026305388
1804,4567,18.0,27.0,4,1.0,19028.0,0,4.0,776342.0,5,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,4,0.1163188266972804
1805,2126,13.0,2.0,5,1.0,17720.0,0,3.0,310454.0,8,1.0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,4,0.0926825554838746
1806,5549,17.0,28.0,1,4.0,23120.0,0,13.0,682502.0,2,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,2,4,0.09022405604356212
1807,3144,13.0,3.0,1,1.0,19647.0,1,6.0,480959.0,4,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,4,0.1255401547194258
1808,3542,18.0,11.0,1,1.0,19680.0,0,2.0,428630.0,0,4.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,4,0.08563672955480774
1809,3098,12.0,13.0,1,3.0,18221.0,1,3.0,470831.0,8,1.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2,4,0.1370151905509329
1810,3543,7.0,11.0,4,4.0,23621.0,0,2.0,460610.0,7,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,4,0.17634646258824688
1811,2937,9.0,15.0,3,3.0,19577.0,0,1.0,405244.0,0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0.10155731409535308
1812,4302,26.0,26.0,4,3.0,19553.0,0,3.0,843125.0,10,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,4,0.2338259883538259
1813,4283,26.0,17.0,3,1.0,20396.0,0,3.0,432599.0,8,4.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,4,0.12181044857384507
1814,3705,7.0,19.0,3,3.0,21796.0,1,3.0,452049.0,3,5.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,0.24763220933297383
1815,4751,10.0,29.0,1,1.0,22625.0,0,14.0,926494.0,8,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,4,0.05877424951835633
1816,2241,2.0,2.0,3,5.0,22412.0,0,1.0,233085.0,7,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,0.0864333902029336
1817,5232,21.0,21.0,3,1.0,26159.0,0,2.0,831856.0,7,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,0.08535594099376324
1818,4391,26.0,4.0,3,5.0,19960.0,0,1.0,803590.0,7,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,4,0.12615841364092983
1819,3567,21.0,14.0,4,5.0,25475.0,1,6.0,427980.0,12,5.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,4,0.08059779079346968
1820,3578,21.0,11.0,1,3.0,21606.0,0,4.0,357768.0,3,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0.08272481594902854
1821,5804,12.0,35.0,4,1.0,34141.0,0,3.0,806752.0,6,1.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,3,0,0.06569464761796726
1822,2245,2.0,4.0,3,5.0,20405.0,0,1.0,406264.0,2,4.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,4,0.13175588562907567
1823,4521,23.0,9.0,3,5.0,23793.0,0,2.0,827283.0,7,3.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,0.09253548260123835
1824,7180,36.0,43.0,4,3.0,34189.0,0,3.0,926180.0,10,1.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,3,0,0.11861666394476775
1825,4341,4.0,22.0,3,4.0,18875.0,0,4.0,638164.0,2,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,4,0.13386744805874873
1826,2582,13.0,13.0,5,4.0,17216.0,1,5.0,578976.5,7,1.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0.06137872404825478
1827,4808,10.0,29.0,1,5.0,26713.0,0,4.0,745293.0,5,3.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,4,0.060122439808411914
1828,5258,32.0,11.0,3,3.0,22861.0,1,1.0,552093.0,0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,0.08352631151945974
1829,2619,3.0,3.0,5,3.0,18708.0,0,3.0,440012.0,4,3.0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,2,4,0.15403804541185478
1830,6617,13.0,40.0,3,3.0,28770.0,1,3.0,1303569.0,13,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4,0.0052788803258142
1831,3858,4.0,12.0,3,1.0,20304.0,0,1.0,609526.0,7,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.13274581056150792
1832,4234,13.0,13.0,3,3.0,17642.0,0,10.0,685921.0,0,4.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0.11221009902142608
1833,3729,13.0,11.0,1,3.0,17759.0,1,1.0,671290.0,2,3.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,2,4,0.13206306386125038
1834,3707,7.0,7.0,4,1.0,21804.0,0,4.0,426268.0,2,5.0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,4,0.10290177901338109
1835,3383,7.0,3.0,3,3.0,21142.0,0,7.0,429605.0,3,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,4,0.190082061587102
1836,2975,13.0,9.0,3,5.0,17500.0,0,1.0,493850.0,2,3.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,4,0.202646316985344
1837,3636,4.0,18.0,1,4.0,21389.0,0,1.0,679956.0,6,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,4,0.02596151447783998
1838,3393,10.0,3.0,3,1.0,26103.0,0,10.0,458108.0,1,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,4,0.17717797066587906
1839,3642,13.0,4.0,4,1.0,17342.0,1,5.0,593617.0,3,3.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,4,0.16815557792145258
1840,3926,24.0,8.0,4,5.0,21811.0,0,8.0,718454.0,7,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,4,0.1857791064981973
1841,3805,11.0,11.0,3,4.0,17297.0,0,2.0,753457.0,2,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,4,0.13483117342244882
1842,3490,13.0,3.0,3,1.0,17450.0,0,6.0,614240.0,2,5.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0.10797484990266899
1843,4019,16.0,20.0,3,5.0,20093.0,0,1.0,699236.0,0,4.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0.09078050374382993
1844,2234,9.0,9.0,3,1.0,20309.0,0,1.0,288185.0,7,4.0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0.09987897083829096
1845,2709,8.0,13.0,3,3.0,18057.0,1,2.0,425242.0,1,4.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,4,0.18531225997333367
1846,4024,4.0,4.0,3,5.0,20121.0,0,5.0,639848.0,0,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0.10486778357765435
1847,4141,4.0,12.0,4,5.0,21606.0,0,2.0,716441.0,16,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,4,0.1100405127058927
1848,2830,13.0,6.0,3,1.0,17686.0,1,3.0,452762.0,8,3.0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0.06577770930107096
1849,4448,22.0,18.0,3,1.0,21180.0,0,4.0,573766.0,4,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,4,0.18545542596703152
1850,3677,15.0,7.0,5,3.0,21632.0,0,2.0,448648.0,1,5.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,4,0.2689080283398014
1851,2221,11.0,13.0,1,3.0,18505.0,0,1.0,410811.0,2,1.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2,4,0.13431229187404412
1852,5135,10.0,21.0,1,3.0,21397.0,1,4.0,641910.0,3,4.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,4,0.07457908154809628
1853,2553,13.0,8.0,3,1.0,21274.0,0,1.0,449307.0,4,5.0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,0.064599332500962
1854,7669,38.0,38.0,3,5.0,34859.0,1,3.0,1464775.0,4,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0.16383166100452215
1855,2710,5.0,8.0,4,5.0,22587.0,0,3.0,539378.0,9,1.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,4,0.07414725172729558
1856,4429,4.0,27.0,3,1.0,19258.0,0,1.0,491657.0,2,3.0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,4,0.15288661491681124
1857,4454,9.0,22.0,5,1.0,19364.0,0,11.0,578984.0,0,4.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,4,0.09182759140876916
1858,2707,8.0,14.0,3,3.0,19335.0,0,2.0,441225.0,1,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.19762577739093634
1859,3659,11.0,7.0,4,5.0,20326.0,0,1.0,523191.0,2,3.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,4,0.27835264535774584
1860,3290,13.0,13.0,1,1.0,18280.0,0,1.0,588982.0,3,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,4,0.0807474293181042
1861,3073,3.0,9.0,3,5.0,20485.0,1,7.0,319566.0,4,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,4,0.1900964457524491
1862,3675,15.0,7.0,3,1.0,19342.0,0,3.0,444673.0,1,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,0.12343689867231787
1863,2312,5.0,13.0,3,5.0,17782.0,1,1.0,418410.0,3,3.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0.11062768122711653
1864,2098,6.0,13.0,1,5.0,20980.0,1,2.0,411208.0,12,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,4,0.061903699979090045
1865,2520,8.0,13.0,4,5.0,19381.0,0,2.0,365332.0,3,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,4,0.18277911905012298
1866,3866,13.0,12.0,3,1.0,17572.0,0,4.0,719046.0,2,3.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0.11956593614763003
1867,3578,14.0,11.0,5,3.0,18833.0,0,5.0,393610.0,2,4.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,4,0.12349592828689986
1868,3271,13.0,3.0,1,4.0,19244.0,0,8.0,330419.0,7,3.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,4,0.1372195345481651
1869,2580,10.0,8.0,3,5.0,21500.0,0,1.0,441180.0,2,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0.10024389917048762
1870,3677,22.0,7.0,3,1.0,33430.0,0,3.0,397148.0,9,5.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,-0.009629379412951208
1871,3652,22.0,7.0,1,5.0,16601.0,1,2.0,578976.5,0,3.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,4,0.0819410236625038
1872,3008,13.0,12.0,4,4.0,17694.0,0,1.0,360958.0,0,5.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,4,0.09972250967379948
1873,3993,24.0,13.0,3,3.0,18149.0,0,6.0,706722.0,4,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0.1080853368087571
1874,7833,8.0,24.0,3,4.0,32639.0,0,3.0,1464838.0,3,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,-0.013960906820979425
1875,2425,15.0,7.0,4,5.0,17319.0,1,6.0,300658.0,0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,4,0.09811111769418543
1876,3203,10.0,19.0,3,3.0,26691.0,0,2.0,515670.0,7,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,4,0.18687842940135277
1877,4065,16.0,12.0,3,5.0,20324.0,0,5.0,768247.0,2,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,4,0.13714773031303054
1878,6668,13.0,33.0,3,1.0,21606.0,1,10.0,986852.0,0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4,-0.04957385165254799
1879,2832,11.0,17.0,3,4.0,20228.0,0,1.0,427620.0,5,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0.06435248501457948
